Así que no hay manera de que lo conecte aquí en los Estados Unidos a menos que vaya por un convertidor.	0
Buen caso, excelente valor.	1
Ideal para la quijada.	1
Atado al cargador para conversaciones que duran más de 45 minutos. ¡¡¡MAYOR PROBLEMAS !!	0
El micrófono es genial.	1
Tengo que mover el enchufe para alinearlo correctamente y obtener un volumen decente.	0
Si tiene varias docenas o varios cientos de contactos, imagine la diversión de enviarlos uno por uno.	0
Si eres propietario de Razr ... debes tener esto!	1
No hace falta decir que desperdicié mi dinero.	0
¡Qué desperdicio de dinero y tiempo!.	0
Y la calidad del sonido es genial.	1
Quedó muy impresionado al pasar de la batería original a la batería extendida.	1
Si los dos estaban separados por apenas 5 pies, empecé a notar un exceso de sonido estático y distorsionado en el auricular.	0
Muy buena calidad aunque	1
"El diseño es muy extraño, ya que el ""clip"" de la oreja no es muy cómodo en absoluto."	0
Muy recomendable para cualquiera que tenga un teléfono azul.	1
Aconsejo a todos que no se dejen engañar!	0
¡Hasta ahora tan bueno!.	1
¡Funciona genial!.	1
Encaja en su lugar de manera que usted se pregunte cuánto durará ese mecanismo.	0
Entré en el sitio web de Motorola y seguí todas las instrucciones, pero no pude volver a sincronizar.	0
¡Compré esto para usar con mi Kindle Fire y me encantó!	1
Los comerciales son los más engañosos.	0
Todavía tengo que ejecutar esta nueva batería por debajo de dos barras y eso es tres días sin cargar.	1
Lo compré para mi madre y ella tuvo un problema con la batería.	0
Gran combinación de Pocket PC / teléfono.	1
He tenido este teléfono durante 7 meses y puedo decir que es el mejor teléfono móvil que he tenido.	1
No pensé que las instrucciones proporcionadas fueran útiles para mí.	0
La gente no podía escucharme hablar y tuve que sacar el auricular y hablar por teléfono.	0
No se hace cargo.	0
Este es un pequeño teléfono simple de usar, pero la rotura es inaceptable.	0
Este producto es ideal para personas como yo, cuyas orejas son muy sensibles.	1
Es inutilizable en un automóvil en movimiento a velocidad de autopista.	0
Me quedan dos años más en este contrato y odio este teléfono.	0
Se incluyen el cargador para el automóvil y el cargador de CA para asegurarse de que nunca se quede sin jugo. Muy recomendable	1
Necesita al menos 3 minutos para acceder a su directorio telefónico desde el momento en que lo enciende por primera vez. La vida de la batería es corta.	0
Se ha mantenido muy bien.	1
Mal rendimiento de tiempo de conversación.	0
El caso es genial y funciona bien con el 680.	1
Producto sin valor.	0
Tiene una gran cámara de 2MP, y las fotos son agradables y claras con una gran calidad de imagen.	1
No me impresionó este producto.	0
Bonito auricular a un precio justo.	1
Solo escucho basura para audio.	0
Excelente auricular bluetooth.	1
Tiene todas las características que quiero.	1
¿Quién en su sano juicio va a comprar esta batería?	0
DESPUÉS DE ARGUAR CON VERIZON CON RESPECTO A LAS LLAMADAS CAÍDAS, RETORNAMOS LOS TELÉFONOS DESPUÉS DE DOS DÍAS.	0
Este caso parece bien hecho.	1
Decepcionado con la batería.	0
No es lo suficientemente fuerte y no se enciende como debería.	0
Buena protección y no hace que el teléfono sea demasiado voluminoso.	1
Un teclado utilizable en realidad convierte un PDA en una máquina útil en el mundo real en lugar de ser un simple artilugio.	1
Este teléfono es bastante resistente y nunca he tenido grandes problemas con él.	1
¡Me encanta esta cosa!	1
Todo está bien y es razonable para el precio, es decir,	1
MUY DECEPCIONADO.	0
¡Incluso dejé caer este teléfono en una transmisión y lo sumergieron durante 15 segundos y aún funciona muy bien!	1
He estado muy contento con el 510 y no he recibido ninguna queja de nadie con respecto a mi calidad de sonido.	1
Los botones de encendido y apagado son malos.	0
Esencialmente puedes olvidarte del soporte técnico de Microsoft.	0
Realmente recomiendo esta placa frontal ya que se ve muy bonita, elegante y fresca.	1
Estos audífonos fueron un gran hallazgo, y creo que son quizás la mejor compra que he hecho en los últimos años, en serio.	1
Compra un teléfono diferente, pero no esto.	0
Debe sostener el teléfono en un ángulo particular para que la otra parte lo escuche claramente.	0
La única gran desventaja del reproductor de MP3 es que los botones en la cubierta frontal del teléfono que le permiten hacer una pausa y saltar canciones se bloquean después de unos segundos.	0
Una semana después de que lo activé, de repente murió.	0
Se siente más cómodo que la mayoría de los audífonos porque uso gafas y eso interfiere a veces.	1
Ideal para iPODs también.	1
Este dispositivo es excelente en varias situaciones: 1.)	1
El micrófono no funciona.	0
Incluso en mi serie BMW 3, que es bastante silenciosa, tengo problemas para escuchar lo que la otra persona está diciendo.	0
¡Gran elección!	1
Agradable estación de acoplamiento para el hogar o el trabajo.	1
Este es un hermoso teléfono.	1
Me encanta este producto.	1
No compre para D807 ... anunciado incorrectamente para D807.	0
Este es un gran artículo pequeño	1
Me encanta este teléfono, es muy práctico y tiene muchas características.	1
Compré esto y en 2 días ya no funcionaba !!!!!!!!!	0
Lo uso todos los días y se sostiene muy bien.	1
No es una buena ganga.	0
Bien embalado, llegó a tiempo, y funciona según lo previsto.	1
La batería se agota rápidamente.	0
Este artículo funcionó muy bien, pero se rompió después de 6 meses de uso.	0
Los auriculares son fáciles de usar y todos los aman.	1
Este teléfono funciona muy bien.	1
La construcción de los auriculares es pobre.	0
¡El producto fue excelente y funciona mejor que el de Verizon y Boy fue más barato!	1
El teléfono se carga super!	1
Para un producto que cuesta tanto como este, espero que funcione mucho mejor y con mayor facilidad que esto.	0
Hecho muy resistente.	1
Funcionó muy bien !.	1
Los auriculares solo tocan música en un oído.	0
No malgastes tu dinero ...	0
¡Ordenará de ellos otra vez!	1
Si planeas usar esto en un auto, olvídalo.	0
Encontré este producto demasiado grande.	0
Lo mejor que he encontrado hasta ahora ... He probado otros 2 bluetooth y este tiene la mejor calidad (tanto para mí como para el oyente), así como la facilidad de uso.	1
Estoy muy decepcionado con mi decisión.	0
Integrado a la perfección con el teléfono Motorola RAZR.	1
Cuidado con el comprador, usted podría tirar el dinero en el inodoro.	0
Definitivamente una ganga.	1
El precio fue muy bueno y con el envío gratis y todo fue una buena compra.	1
Recibí mi motorola 375 supuestamente nuevo y aparentemente no hubo una coincidencia entre el teléfono y el cargador.	0
Ventajas: -Buena cámara: muy buenas fotos, también tiene estilos geniales como blanco y negro, y más.	1
Ese es un gran defecto de diseño (a menos que no lo esté usando correctamente, lo cual no creo que sea el caso).	0
Me encantan mis auriculares 350. Mis auriculares Bluetooth Jabra350 son excelentes, la recepción es muy buena y el auricular es un ajuste cómodo.	1
La cámara, aunque está clasificada en un impresionante 1.3 megapíxeles, genera imágenes que caen muy por debajo de las expectativas de una resolución tan alta.	0
Hice esto para el cargador de coche y no funciona.	0
La calidad del sonido en ambos extremos es excelente, ¡uso auriculares para llamar a mi esposa y le pido a mi esposa que use auriculares para llamarme! 2.	1
Este teléfono es delgado y ligero y la pantalla es hermosa.	1
Es un poco geek, pero creo que ese es su sexo sobre una tostada y se balancea y rezuma hasta su elegante estuche de cuero con elegante y elegante batería.	1
Gran producto, envío rápido !.	1
Absolutamente genial.	1
El teclado es un buen compromiso entre un QWERTY completo y el teclado del número de teléfono celular básico.	1
Tengo este teléfono a finales de mayo y estoy completamente descontento con él.	0
Es muy cómodo en la oreja.	1
Ha sido un ganador para nosotros.	1
) La instalación no podría haber sido más simple.	1
He probado varios auriculares diferentes para mi teléfono celular y este Jabra uno es el primero que encontré que se adapta a mi oído cómodamente.	1
No se pudo obtener una señal suficientemente fuerte.	0
Estoy muy satisfecho con mi compra.	1
Mala calidad.	0
Hace el trabajo hecho	1
Gran audio !.	1
Básicamente el servicio fue muy malo.	0
no funcionó en el enchufe de mi teléfono celular, estoy muy preparado con el cargador !.	0
Solo he tenido mi bluetooth durante unas semanas, pero realmente me gusta.	1
El auricular BT fue una decepción.	0
Es tan pequeño y ni siquiera te das cuenta de que está ahí después de un tiempo de acostumbrarse.	1
El software acompañado es casi brillante.	1
Auricular funciona muy bien y fue empaquetado muy bien para evitar cualquier daño.	1
¡Definitivamente lo recomiendo!	1
Comprador - ¡Ten mucho cuidado!	0
La mayoría de los auriculares ergonómicos de Logitech fallaron.	0
Muy buenas cosas por el precio.	1
Mis audífonos funcionan muy bien.	1
En mi casa me estaban dejando la cobertura arriba y no tenía cobertura en mi sótano.	0
¡El reconocimiento de voz es tremendo!	1
Que desperdicio.	0
Durante varias llamadas de 2 minutos diferentes, experimenté 5 caídas y estaba en un área que tenía 5 barras.	0
No estaba contento con este artículo.	0
muy decepcionado.	0
El teléfono lleva FOREVER para cargar de 2 a 5 horas literalmente.	0
Recibí este teléfono por recomendación de un familiar y me alegro de haberlo hecho.	1
¡Que perdida de tiempo!	0
Su recepción es muy, muy pobre.	0
Los artículos indicados como incluidos en la descripción NO ESTÁN INCLUIDOS.	0
Después de 3 meses, la pantalla se volvió negra de repente.	0
Me esperaba más.	0
La calidad de audio es pobre, muy pobre.	0
¡No tuve ningún problema con este auricular que se enlaza con mi Blackberry Curve 8530!	1
Sé que suena gracioso, pero a mí me pareció una tecnología esquemática que no funcionaría bien. Bueno, esta funciona muy bien.	1
He comprado auriculares con cable de $ 5 que suenan mejor que estos.	0
Este teléfono es muy rápido con el envío de cualquier tipo de mensajes y la navegación web es significativamente más rápida que los teléfonos anteriores que he usado.	1
Buena calidad de construcción, a diferencia de algunos s *** baratos por ahí.	1
¡Este artículo es fantástico y funciona perfectamente!	1
Y me encantan los colores!	1
W810i es simplemente excelente.	1
Todo lo que puedo hacer es llorar en Internet, así que aquí va. Cuanto más uso lo que menos me gusta.	0
Gran cargador.	1
Esta es esencialmente una herramienta de comunicación que no se comunica.	0
"Funciona de maravilla	 Funciona igual que la que tengo con el teléfono."	1
Todavía sostengo que los monos no deberían hacer auriculares, obviamente no compartimos suficiente ADN para copiar el diseño a los humanos.	0
Gran valor.	1
No funciona en absoluto ... Lo preparé para mi L7c y no está funcionando.	0
El aspecto es muy nítido y la pantalla es agradable y clara, con excelentes gráficos.	1
no dura mucho tiempo	0
Una cosa que odio es el botón de ajuste de modo en el lado.	0
¡¡¡¡¡¡¡¡EXCELENTE SERVICIO!!!!!!!!.	1
Gracias por malgastar mi dinero.	0
¿Cómo puede ser eso? La calidad de audio es pobre.	0
Los cargadores y las puntas de iGo son realmente geniales.	1
El explorador de archivos ofrece todas las opciones que uno necesita. Handfree es genial.	1
Excelente teléfono en una gran red.	1
Conecté el bluetooth de mi esposa (Motorola HS850) a mi teléfono y funcionó de maravilla ya sea que el teléfono estuviera en mi bolsillo o en el estuche.	1
Puse el último sistema operativo en él (v1.15g), y ahora le gusta reducir la velocidad de rastreo y bloquearse de vez en cuando.	0
Solo reconoce el teléfono como su dispositivo de almacenamiento.	0
Si te gusta un zumbido fuerte para anular todas tus conversaciones, ¡este teléfono es para ti!	0
No compre este producto.	0
He tenido este auricular bluetoooth por algún tiempo y todavía no me siento cómodo con la forma en que cabe en la oreja.	0
La calidad del sonido es buena y la funcionalidad es impresionante.	1
Tengo este teléfono y es una espina en mi costado, realmente lo aborrezco.	0
Hace poco tuve problemas en los que no podía permanecer conectado durante más de 10 minutos antes de desconectarme.	0
¡Increíble!.	1
¿Defecto de diseño?.	0
Gran teléfono !.	1
Desperdicio de 13 dólares.	0
Pero cuando reviso el correo de voz por la noche, la luz de fondo del teclado se apaga unos segundos en el primer mensaje, y luego me pierdo.	0
El reemplazo murió en unas pocas semanas.	0
Cualquier tono de llamada ... En general, un buen teléfono para comprar ...	1
Últimamente han sido extremadamente amables y serviciales en el teléfono.	1
He tenido problemas con la señal de caída y más.	0
No me impresionó.	0
Ligero, apenas noto que está ahí.	1
Te encantará lo delgado que es.	1
Mala elección.	0
El estuche de cuero no encaja.	0
Teléfono inútil, simplemente sordo.	0
El color es aún más bonito de lo que pensé, y los gráficos son increíblemente nítidos.	1
En general, creo que fue una buena inversión.	1
Hace ruidos de tictac muy extraños antes de que termine la llamada.	0
La mejor electrónica de los transmisores FM disponibles.	1
La batería dura solo unas horas.	0
Gran auricular, muy impresionado - H500.	1
"La cámara mega pixel de ""1.2"", que forma parte de un teléfono, es razonablemente buena7."	1
He tenido esto por casi 2 años y ha funcionado muy bien para mí.	1
Buena transmisión de audio.	1
Lo estamos enviando de vuelta.	0
No me molesté en contactar a la compañía por un producto de pocos dólares, pero aprendí la lección de que no debería haber comprado este formulario en línea de todos modos.	0
Si odias los auriculares, evita este teléfono por todos los medios.	0
¡Gran precio también!	1
El rango es muy bueno, he podido deambular por mi casa con el teléfono en la sala de estar sin problemas de calidad de sonido / recepción.	1
servicio rápido.	1
Yo recomendaría altamente esto.	1
Yo recomendaría esto.	1
"Tampoco me gustó el botón ""on"", parecía que se rompería con el uso."	0
El peor teléfono de todos.	0
Todavía estoy enamorado de este teléfono.	1
Se congela frecuentemente4.	0
Es un poco vergonzoso de usar debido a su apariencia y, sobre todo, es vergonzoso que la compañía tenga un aspecto infantil.	0
Sencillo, ligero y de gran ajuste.	1
En general, esperaba una mejor experiencia de los consumidores de Motorola.	0
Hay un horrible sonido de garrapata en el fondo de todas mis llamadas que nunca antes había experimentado.	0
Estos son ciertamente muy cómodos y la funcionalidad es decente.	1
Por lo general no me gustan las diademas, pero esta es muy ligera y no desordena mi cabello.	1
Estoy un poco decepcionado.	0
He tenido este teléfono por más de un año y te diré que no es tan bueno.	0
Ordené esto para Sony Ericsson W810i, pero creo que solo funcionó una vez (eso es cuando lo usé por primera vez).	0
La batería es completamente inútil para mí.	0
Qué gran pérdida de tiempo.	0
No desperdicies tu dinero en esto.	0
Gran sonido y servicio.	1
Muy satisfecho con este producto hasta ahora.	1
Una de mis compras favoritas.	1
El mejor bluetooth del mercado.	1
Cuero auténtico con buen brillo y comodidad. ¡Te recomiendo este estuche!	1
Estaba muy emocionada de obtener este auricular porque pensé que era realmente lindo.	1
No cometas el mismo error que yo.	0
Gran decepción con la sincronización de calendario.	0
El teléfono era inutilizable y no era nuevo.	0
Peor servicio al cliente nunca.	0
No hay geles adicionales para los oídos, y no hay instrucciones de ningún tipo.	0
Derrota el propósito de un auricular bluetooth.	0
Vale cada centavo.	1
Excelente funda tipo monedero para el teléfono.	1
Bonitos auriculares por el precio y funcionan muy bien!	1
Internet es extremadamente lento.	0
También es muy cómodo de usar, que es probablemente el aspecto más importante sobre el uso de un estuche.	1
Se ajusta como un guante y es fuerte, seguro y duradero.	1
Oh, Dios mío, el mejor teléfono que he tenido.	1
Es muy atractivo y parece ser de buena calidad.	1
Me encantan todas las características y el factor de forma.	1
Este producto tenía un fuerte olor a goma / petróleo que era insoportable después de un tiempo y me hizo devolverlo.	0
Mala calidad y servicio.	0
El cable se ve tan delgado y endeble que da miedo.	0
Gran auricular	1
Excelente herramienta manos libres.	1
Ideal para usar con el estéreo de tu hogar.	1
Buen producto - valor increíble.	1
Solo tuve esto un mes pero ha funcionado perfectamente hasta ahora.	1
Funciona genial.	1
Absolutel basura	0
ESA que uno tampoco funcionó.	0
La duración de la batería es muy buena.	1
Regresó 8 horas después.	0
Es un gran artículo.	1
¡No desperdicies tu dinero !.	0
Me encanta este auricular!	1
No solo drenará su reproductor, sino que también puede freírlo.	0
Funcionó perfectamente!	1
No fiable - me estoy rindiendo.	0
Le di 5 estrellas por la calidad de sonido.	1
Evita este si puedes.	0
El enchufe reversible funciona muy bien.	1
Perdí mi poco dinero con este auricular.	0
Muy buen teléfono.	1
Lo mejor de todo es la característica de rotación, muy útil.	1
Confort para toda la familia.	1
Buen producto, buen vendedor.	1
¡Me encanta este bluetooth!	1
En primer lugar, no lleva bien.	0
Estoy muy impresionado con este auricular de Plantronics.	1
Lo tengo porque era tan pequeño y adorable.	1
Gran teléfono !.	1
No recomendaría comprar este producto.	0
Pedazo de basura.	0
Bisagra mal construida.	0
Este artículo es excelente, lo instalé, dejé que se cargara durante la noche y ha funcionado bien desde entonces sin problemas.	1
Gran teléfono	1
No lo compre	0
Excelente telefono	1
NO COMPRAR ESTE TELÉFONO.	0
El reconocimiento de voz a través del teléfono es excelente.	1
Este es sin duda el mejor teléfono que he tenido.	1
Funciona muy bien, cuando mi gato atacó el teléfono, rasguñó la tira protectora en lugar de destruir la pantalla.	1
Éste funciona y se valoró correctamente.	1
El servicio al cliente fue terrible.	0
La vida de la batería aún no es lo suficientemente larga en el Motorola Razor V3i.	0
Enviándolo de vuelta.	0
Ahora sé que tomé una sabia decisión.	1
Alguien debería haber inventado esto antes.	1
Buen precio.	1
Todo funcionó en el primer intento. El dispositivo fue diseñado de manera inteligente y la construcción se siente bien.	1
Lo recibí rápidamente y funciona muy bien !!	1
Ha estado trabajando muy bien.	1
Como muchas personas se quejaron, el micrófono de este auricular era muy débil.	0
Mi Nokia 2160 de 5 años de Tracfone tiene la carga mucho mejor que esto.	0
No les importa un poco el consumidor.	0
Esta es una buena batería, y llegó aquí muy rápido.	1
Falta el manual de instrucciones.	0
También es lo suficientemente delgado como para caber en la estación de acoplamiento de mi reloj despertador sin quitar el estuche.	1
El teléfono ahora tiene carga como lo hizo cuando era nuevo.	1
La batería es poco fiable, así como la antena de uso de servicio.	0
Es incómodo y la calidad del sonido es bastante pobre en comparación con el teléfono (Razr) o con mis auriculares con cable anteriores (que están conectados a un LG).	0
Hemos recibido muchos elogios al respecto.	1
Definitivamente, esto es algo que debe tener si su estado no permite el uso del teléfono celular mientras conduce.	1
Quiero mi dinero de vuelta.	0
Me encanta este dispositivo.	1
También estoy muy contento con el precio.	1
Pedí este producto primero y no estaba contento con él inmediatamente.	0
El Ngage todavía carece de auriculares.	0
Pude hacer marcación por voz en el coche sin ningún problema.	1
Tengo 2-3 barras en mi teléfono celular cuando estoy en casa, pero no puedes escuchar nada.	0
Buen artículo, bajo precio.	1
Sin embargo, los tonos de llamada no son los mejores, y tampoco lo son los juegos.	0
El enchufe no funcionó muy bien.	0
AMAZON SUCHA.	0
Estafa ---- sobre el envío de la carga.	0
Muy cómodo.	1
La batería funciona bien como reemplazo del original que vino con el teléfono hace más de 2 años.	1
La recepción es excelente!	1
Cabe cómodamente en cualquiera de los dos oídos, el sonido es claro y fuerte, y la carga dura un par de días.	1
muy claro, sonido de calidad y no tiene que meterse con el sonido en su iPod ya que tiene los botones de sonido en el auricular.	1
1. batería de larga duración (no tiene que recargarla tan frecuentemente como algunos de los teléfonos plegables) 2.	0
Obviamente hay un problema con el adhesivo.	0
Muy decepcionante.	0
Era una pieza barata, pero aun así hubiera esperado una mejor calidad.	0
Es prácticamente inútil y no añadió ningún tipo de impulso a mi recepción después de que lo compré.	0
Excelente calidad de sonido.	1
No estaba contento.	0
¡UNA PIEZA DE DESPERDICIOS QUE SE ROMPIÓ DESPUÉS DE ESTAR EN MI TELÉFONO POR 2 DÍAS!	0
Nueva batería funciona muy bien en el teléfono.	1
El peor servicio al cliente.	0
He dejado caer mi teléfono más veces de las que puedo decir, incluso en concreto y mi teléfono sigue siendo excelente (¡toque madera!).	1
La recepción es terrible y estática.	0
Buena calidad de audio.	1
Este pequeño dispositivo ha transformado mi capacidad organizativa y ha hecho mi vida mucho más fácil.	1
Estaba sentado en mi vehículo, con la cuna en mi cinturón, y el auricular perdió la señal.	0
Fueron JERKS en el teléfono.	0
